ProspectID,LeadOrigin,LeadSource,TotalVisits,TotalTime,PageViews,Specialization,Occupation,Converted
e887b04d-c8d0-46c8-9c68-1cecf7328539,Landing Page Submission,Direct Traffic,2,1396,2,IT Projects Management,Unemployed,0
51a4fa01-a13d-4ae4-aa6c-3c82a496ec31,Landing Page Submission,Direct Traffic,1,258,1,Select,Unemployed,0
2d63a167-78c9-4b28-b0bd-c6ec9c8f2015,Landing Page Submission,Direct Traffic,2,219,2,International Business,Unemployed,0
436f8042-8cc2-434f-9f17-33a6cee114b2,Landing Page Submission,Direct Traffic,3,692,3,Operations Management,Unemployed,1
993b5dd5-17c3-42e6-ae28-4e3cc4ab3145,Landing Page Submission,Direct Traffic,7,1139,2.33,Operations Management,Unemployed,0
348726a4-4a3e-4ca3-a0f0-051fcc6b1d80,Landing Page Submission,Direct Traffic,3,341,3,Media and Advertising,Unemployed,0
98936b1b-f2c7-48cc-a8ed-4a49e54dc131,Landing Page Submission,Direct Traffic,4,73,4,Supply Chain Management,Unemployed,0
e1aac2d6-a6c3-4b67-ae6a-818f7a177b46,Landing Page Submission,Direct Traffic,2,1103,2,IT Projects Management,Unemployed,0
f7022da7-ab0e-4272-8597-a324f872be71,Landing Page Submission,Direct Traffic,1,290,1,Finance Management,Unemployed,0
94f0c281-fde5-4b93-872b-3da5ea9e6cbe,Landing Page Submission,Direct Traffic,3,204,3,Marketing Management,Unemployed,0
48520cc0-e3b6-4179-9263-e53b9ef4b80e,Landing Page Submission,Direct Traffic,5,124,2.5,Human Resource Management,Unemployed,0
d8688380-73c8-4aa0-b14a-22eadf225893,Landing Page Submission,Direct Traffic,1,419,1,Human Resource Management,Unemployed,0
2726ac02-c065-43a9-bd93-0aa44276b383,API,Direct Traffic,5,306,1.25,Select,Unemployed,1
5d454292-0a77-4654-bb42-6ec0829f5c60,Landing Page Submission,Direct Traffic,2,932,2,Operations Management,Unemployed,1
db55c1db-8f1f-48a9-a75c-b951ff80e507,Landing Page Submission,Direct Traffic,1,86,1,Human Resource Management,Unemployed,0
25eb7957-6257-441e-a915-198883fef5b3,Landing Page Submission,Direct Traffic,3,1348,3,Human Resource Management,Unemployed,1
bb8e9fc5-3f58-4fef-8483-10ad1d489490,Landing Page Submission,Direct Traffic,2,712,2,Healthcare Management,Unemployed,0
d9bbf074-c946-4550-9310-03a36060806c,Landing Page Submission,Direct Traffic,2,1764,2,Human Resource Management,Unemployed,1
8f9e3045-9051-4329-a531-a8dc6d1551af,Landing Page Submission,Direct Traffic,6,1403,6,Supply Chain Management,Unemployed,0
9b43b840-3163-4015-9f18-b4644c8d9aeb,Landing Page Submission,Direct Traffic,4,60,2,"Banking, Investment And Insurance",Unemployed,0
e1318bd2-4ba9-4870-beb3-7d64a4b70403,Landing Page Submission,Direct Traffic,2,150,2,Finance Management,Unemployed,0
260562de-2a20-4054-84d8-9078502bdf07,Landing Page Submission,Direct Traffic,4,1606,4,Human Resource Management,Unemployed,1
6d2fca73-452e-4817-8b11-72d01653a416,Landing Page Submission,Direct Traffic,3,193,3,Finance Management,Unemployed,0
06860e0b-8ba8-4db5-8f30-19aa3de71405,Landing Page Submission,Direct Traffic,5,253,5,Supply Chain Management,Unemployed,1
06160f50-09df-4e91-b612-b84534ff4ca7,API,Direct Traffic,2,79,2,Select,Unemployed,0
cfac3f88-3c77-4d23-9b80-4ef5bebaf124,Landing Page Submission,Direct Traffic,2,338,2,Finance Management,Unemployed,0
a6c263ff-a184-44dd-a167-83ee99fc1727,Landing Page Submission,Direct Traffic,3,1298,3,Supply Chain Management,Unemployed,1
9ed7687b-e785-452d-afe2-45d09d6e8ce6,Landing Page Submission,Direct Traffic,5,1062,2.5,Human Resource Management,Unemployed,1
219a7c59-b765-4b0f-89c2-f965e9fd5993,API,Direct Traffic,10,1324,2,Select,Unemployed,1
7043c8fc-86d2-43a4-a6a3-32edcc60266b,Landing Page Submission,Direct Traffic,3,177,1.5,Operations Management,Unemployed,1
5681a76e-83ef-4d84-a603-8b75fab0da36,Landing Page Submission,Direct Traffic,3,1613,3,Business Administration,Unemployed,0
d3de46a6-11cc-421a-900b-cdb7af25aa0a,Landing Page Submission,Direct Traffic,7,1424,7,"Banking, Investment And Insurance",Unemployed,1
bb0dc51a-1e28-424e-a0ce-a4f4bc7f7fed,Landing Page Submission,Direct Traffic,10,1360,5,Travel and Tourism,Unemployed,1
81972922-98fc-4b5b-93e7-0370c4c8ec90,Landing Page Submission,Direct Traffic,5,1457,1.67,Finance Management,Unemployed,1
cc80bf19-7a78-4f7d-950b-b8b614c0c203,Landing Page Submission,Direct Traffic,9,1187,3,International Business,Unemployed,0
3e70f43c-8d6d-4347-96a0-f87e8a0c441c,Landing Page Submission,Direct Traffic,1,237,1,Human Resource Management,Unemployed,0
0895aea1-0545-45fb-a308-83e72e8f947b,Landing Page Submission,Direct Traffic,6,211,6,Finance Management,Unemployed,0
21a2195d-9727-4ded-8779-d591adaf9546,Landing Page Submission,Direct Traffic,2,1153,2,Business Administration,Unemployed,1
61b31afb-dc32-4ace-a85b-b84638e80097,Landing Page Submission,Direct Traffic,2,207,2,IT Projects Management,Unemployed,0
12672871-041d-489f-9ee0-7677a17bc889,Landing Page Submission,Direct Traffic,4,53,2,Operations Management,Unemployed,1
6b8db7d8-f491-467e-af9c-a0cb3f00fdb8,Landing Page Submission,Direct Traffic,1,24,1,Supply Chain Management,Unemployed,0
349dbfe1-a828-4105-80b3-ca0505f5f403,Landing Page Submission,Direct Traffic,2,227,2,Supply Chain Management,Unemployed,0
2c362f7f-8cd7-41e5-a5b4-64b7a75ffdde,Landing Page Submission,Direct Traffic,7,423,7,Business Administration,Unemployed,0
76519412-808f-465c-87c9-5e770092fb0a,Landing Page Submission,Direct Traffic,2,413,2,Marketing Management,Unemployed,0
d8e00ee5-a292-40aa-a7f8-500ceb808dc7,Landing Page Submission,Direct Traffic,2,423,2,Finance Management,Unemployed,0
55bae09c-1c78-4453-8252-5f3473c39d76,API,Direct Traffic,5,209,5,Select,Unemployed,1
6cceb5f4-c255-408e-87a0-a830d39806f6,Landing Page Submission,Direct Traffic,6,277,2,Finance Management,Unemployed,0
a6df299b-f612-476e-8a0d-ad948dbaf755,Landing Page Submission,Direct Traffic,2,16,2,Human Resource Management,Unemployed,0
bb2c1e72-432a-4a99-81c1-a2429564ff55,Landing Page Submission,Direct Traffic,2,65,2,Operations Management,Unemployed,0
075d0544-4b42-4bea-a2c1-ab1f7ba96d0b,Landing Page Submission,Direct Traffic,4,6,4,Human Resource Management,Unemployed,0
e277adea-5a82-43bb-ad34-7fe9a53f4329,Landing Page Submission,Direct Traffic,7,43,3.5,Services Excellence,Unemployed,0
472f29ba-9982-4837-879d-a15bc8236dd5,Landing Page Submission,Direct Traffic,5,282,1.67,Marketing Management,Unemployed,1
55697005-1b66-4f33-8657-5d24863e679c,Landing Page Submission,Direct Traffic,20,56,1.54,E-Business,Unemployed,0
912ab50e-c2df-494d-bfb2-cbcbf16c22af,Landing Page Submission,Direct Traffic,3,979,1.5,Operations Management,Unemployed,0
99f555fe-3fbb-4d3b-b062-bff4fe81a262,Landing Page Submission,Direct Traffic,20,1633,2.22,"Banking, Investment And Insurance",Unemployed,0
2e1b8798-4790-42b9-aace-c9743adb81dd,Landing Page Submission,Direct Traffic,8,106,8,Human Resource Management,Unemployed,0
56d0c4bf-186c-44bb-bf82-6b5ed4d2d443,Landing Page Submission,Direct Traffic,8,813,4,"Banking, Investment And Insurance",Unemployed,0
8670f617-9437-454a-9465-61e65602bf1d,Landing Page Submission,Direct Traffic,1,28,1,Marketing Management,Unemployed,0
e2d06996-92b9-433c-a3c2-94f125a89365,Landing Page Submission,Direct Traffic,3,372,3,Retail Management,Unemployed,0
79c54082-9161-4fbc-ad54-001aa61ef6fd,API,Direct Traffic,3,563,3,Select,Unemployed,0
3c392076-ff41-43e2-b60b-c633bb6d2101,Landing Page Submission,Direct Traffic,5,149,5,International Business,Unemployed,0
da892fb9-2a1a-4118-bea1-d12f8cb613f9,Landing Page Submission,Direct Traffic,7,74,3.5,IT Projects Management,Unemployed,0
a9b775f3-1c01-45b8-879e-abe534f2ee98,Landing Page Submission,Direct Traffic,5,198,5,E-COMMERCE,Unemployed,0
d96d1ce9-7fb3-4970-b12a-257429d60218,Landing Page Submission,Direct Traffic,2,438,2,Human Resource Management,Unemployed,0
162403e7-3cfb-4e4f-8e33-480afc41ffb6,Landing Page Submission,Direct Traffic,2,362,2,IT Projects Management,Unemployed,0
36890efe-ad09-42a1-bf7f-cc8a977cd409,Landing Page Submission,Direct Traffic,2,389,2,Finance Management,Unemployed,0
01e7f96e-2f51-475c-87b6-023a0050b365,Landing Page Submission,Direct Traffic,3,471,3,Human Resource Management,Unemployed,0
425a753e-1c30-4216-8a32-2a1b9b8c3e22,Landing Page Submission,Direct Traffic,1,1385,1,Supply Chain Management,Unemployed,1
3678a8d3-1719-4c0d-a441-a5f7553ac8fd,Landing Page Submission,Direct Traffic,3,1486,3,Human Resource Management,Unemployed,1
f3776d20-b338-4d03-a277-9a405d41b567,Landing Page Submission,Direct Traffic,5,3,5,Human Resource Management,Unemployed,0
3fa3fcbb-0217-47ff-92dd-0e68d2442b64,Landing Page Submission,Direct Traffic,3,372,3,IT Projects Management,Unemployed,0
dcc83233-def8-48e7-837b-61e86f2e3839,Landing Page Submission,Direct Traffic,15,77,2.14,IT Projects Management,Unemployed,0
e8a1647c-4e31-4dcd-b6ca-cbe42bb10d5c,Landing Page Submission,Direct Traffic,2,134,2,Marketing Management,Unemployed,0
7dd7e7cf-e80e-4237-8c56-684e65d03694,Landing Page Submission,Direct Traffic,5,1290,1.67,Finance Management,Unemployed,1
4995a5fc-b72d-4a87-a956-909d13dba4a0,Landing Page Submission,Direct Traffic,2,1601,2,Operations Management,Unemployed,0
bae2bbff-6053-42d2-a5c7-4e05b598878e,Landing Page Submission,Direct Traffic,27,212,2.45,Finance Management,Unemployed,1
015175d9-0674-4078-b80d-18f008c18b48,Landing Page Submission,Direct Traffic,8,311,4,Marketing Management,Unemployed,1
9156ab41-5d7f-4d0d-adec-d721cf48cade,Landing Page Submission,Direct Traffic,6,86,6,Human Resource Management,Unemployed,1
17e0f1b0-9876-4514-9f50-f3dc2a7b38f3,Landing Page Submission,Direct Traffic,2,133,2,Finance Management,Unemployed,0
e4389ef0-15bf-4348-8d9c-260013cc1415,Landing Page Submission,Direct Traffic,5,1224,5,Business Administration,Unemployed,0
741477db-39dd-492a-a1d9-88b03af76deb,Landing Page Submission,Direct Traffic,10,1798,5,Travel and Tourism,Unemployed,1
220d9a51-1bf7-4c0e-b3c3-708523aa7f76,Landing Page Submission,Direct Traffic,2,1386,2,Finance Management,Unemployed,1
86a66253-eb6d-4e36-a49f-1f973f46aaa5,Landing Page Submission,Direct Traffic,4,54,4,Finance Management,Unemployed,0
8a610c44-7e8c-43f9-b144-01f12d87ae52,Landing Page Submission,Direct Traffic,2,127,2,International Business,Unemployed,0
52945865-7ba4-41b1-a309-810c40ac80a2,Landing Page Submission,Direct Traffic,11,1049,2.2,"Banking, Investment And Insurance",Unemployed,1
5f3e6c4c-1f47-4d33-806c-e9361f4941b4,Landing Page Submission,Direct Traffic,2,155,2,Retail Management,Unemployed,0
6e928480-1a3b-46ec-b50d-9287b8263567,Landing Page Submission,Direct Traffic,1,343,1,Finance Management,Unemployed,0
8edd50ef-836b-4b85-8861-0d6c5a453700,Landing Page Submission,Direct Traffic,3,755,3,Marketing Management,Unemployed,1
7c045037-6e82-4067-8d25-e97a43c2cd65,Landing Page Submission,Direct Traffic,2,1392,2,Supply Chain Management,Unemployed,0
20dbd115-38c2-4e17-b470-1277ff1c1897,Landing Page Submission,Direct Traffic,2,233,2,International Business,Unemployed,0
78a2698a-c164-4b9c-9130-2cd9607c0caf,Landing Page Submission,Direct Traffic,3,813,1.5,Operations Management,Unemployed,1
fedaefe3-cc45-4bd3-b682-e26b8ea4539c,Landing Page Submission,Direct Traffic,3,50,3,Business Administration,Unemployed,0
a21f7a13-160b-4c6f-b424-3afccd446b20,Landing Page Submission,Direct Traffic,5,1978,5,Media and Advertising,Unemployed,1
6dd8b04a-2e3e-43e1-8cab-22f6a4dd9f58,Landing Page Submission,Direct Traffic,4,475,4,Human Resource Management,Unemployed,1
2cf6124b-49d9-4803-aa50-363736e9a469,Landing Page Submission,Direct Traffic,1,300,1,Finance Management,Unemployed,0
179eb248-2cb0-4dda-95d0-83bb958449f4,Landing Page Submission,Direct Traffic,3,1421,3,Finance Management,Unemployed,0
1448baa0-546e-4f4b-9110-233d2ef46d4b,Landing Page Submission,Direct Traffic,2,364,2,Operations Management,Unemployed,0
7644a9b3-555c-407d-8f06-bc59b423bf11,Landing Page Submission,Direct Traffic,2,308,2,Human Resource Management,Unemployed,0
481b1ee6-6be7-4de0-92e1-ebfee3c886bf,Landing Page Submission,Direct Traffic,4,30,4,Supply Chain Management,Unemployed,1
749a4600-23fb-42dd-bbcc-dc1095ae3f1a,Landing Page Submission,Direct Traffic,1,1077,1,"Banking, Investment And Insurance",Unemployed,0
442e197d-2fd2-4d68-91ca-5514fe1e36cc,Landing Page Submission,Direct Traffic,3,210,3,E-COMMERCE,Unemployed,0
ee834574-e6ec-4a9c-a97c-b88081d6c20b,Landing Page Submission,Direct Traffic,2,154,2,Supply Chain Management,Unemployed,0
0ec3962f-effd-4af0-954c-223a5b41b3e0,Landing Page Submission,Direct Traffic,2,0,2,Finance Management,Unemployed,0
d012541e-d127-4b3e-8c04-18dd2302ace0,Landing Page Submission,Direct Traffic,2,1391,2,IT Projects Management,Unemployed,0
de2bc981-9ccb-43ab-9b25-548724ad3bd9,Landing Page Submission,Direct Traffic,6,198,6,Operations Management,Unemployed,0
b4a9ead9-1037-4e9a-9006-77ae75482e91,Landing Page Submission,Direct Traffic,2,148,2,Retail Management,Unemployed,0
332ed98d-a15f-4be1-8182-e788e28c2c91,Landing Page Submission,Direct Traffic,2,181,2,Healthcare Management,Unemployed,0
2ddcc5bf-9d4c-48dd-aaa7-93d888eacaec,Landing Page Submission,Direct Traffic,2,1621,2,Operations Management,Unemployed,0
9b1ec1bd-fd7a-48bd-95e6-5fa2a8660143,Landing Page Submission,Direct Traffic,2,1438,2,Marketing Management,Unemployed,1
9f7d13c1-d171-4293-a29a-d9812c7efea8,Landing Page Submission,Direct Traffic,2,1095,2,Healthcare Management,Unemployed,1
22b1f1dc-97ad-4477-b123-579e9194a128,Landing Page Submission,Direct Traffic,1,345,1,Services Excellence,Unemployed,0
275da9cc-40c7-4790-bc4d-dd23d6186e97,Landing Page Submission,Direct Traffic,2,231,2,Human Resource Management,Unemployed,0
7808580c-d89b-4ee2-8ed7-a9870319be46,Landing Page Submission,Direct Traffic,2,1245,2,Marketing Management,Unemployed,0
dedc7800-0ab1-4ffa-a32a-12d2e7606780,Landing Page Submission,Direct Traffic,2,1818,2,"Banking, Investment And Insurance",Unemployed,1
e0ca4310-78f8-4b94-93b5-4aa9fcd82d02,API,Direct Traffic,2,1745,2,Select,Unemployed,0
52c70786-1d0e-43f7-8aab-31764b8f205b,Landing Page Submission,Direct Traffic,1,229,1,IT Projects Management,Unemployed,0
2b1ab90f-9f22-4e14-87de-430bd8211d84,Landing Page Submission,Direct Traffic,4,359,1.33,Finance Management,Unemployed,0
7a92d4b3-eaae-43ae-a2ec-0730ec3e7c99,Landing Page Submission,Direct Traffic,4,158,4,Operations Management,Unemployed,0
c5517982-f99f-4dbb-ab86-fe362d254cc9,Landing Page Submission,Direct Traffic,11,269,1.83,Human Resource Management,Unemployed,0
ea1a92de-a383-40ba-a276-7d6a097a654d,Landing Page Submission,Direct Traffic,2,96,2,International Business,Unemployed,0
a490af03-2b27-4fc8-8fbf-c4e4af0ecb87,Landing Page Submission,Direct Traffic,6,352,6,Finance Management,Unemployed,0
acbe375a-c25c-4621-93db-a4cb824ade3e,Landing Page Submission,Direct Traffic,1,118,1,IT Projects Management,Unemployed,0
abf3e111-fdaf-4d33-9a74-8488480944bf,Landing Page Submission,Direct Traffic,10,122,10,Hospitality Management,Unemployed,0
e2768927-d21a-4add-814d-e6b1fbb51071,Landing Page Submission,Direct Traffic,3,1760,3,Marketing Management,Unemployed,0
fc51acd6-2a93-4769-a56c-ed949e175f43,Landing Page Submission,Direct Traffic,2,343,2,Finance Management,Unemployed,0
7ab36a0a-9687-451d-8a5a-06250b445e25,Landing Page Submission,Direct Traffic,2,1336,2,Marketing Management,Unemployed,0
92ea5f15-efc5-4700-84a4-a35230a1317f,Landing Page Submission,Direct Traffic,5,311,2.5,Human Resource Management,Unemployed,0
4c571fb2-3603-4266-b644-d14bcc3951e8,Landing Page Submission,Direct Traffic,3,1306,3,E-Business,Unemployed,1
f1c84d1a-bdca-43ad-b577-8371041d8ca5,Landing Page Submission,Direct Traffic,2,181,2,International Business,Unemployed,1
3b4f67f9-59e8-43ab-b4b6-3baa8323faef,Landing Page Submission,Direct Traffic,2,147,2,Business Administration,Unemployed,0
7afff74c-23e2-48cf-b3cc-8ca261ac30eb,Landing Page Submission,Direct Traffic,3,1715,3,E-COMMERCE,Unemployed,0
1c1c3ff2-3572-436f-8924-d1aab9142dff,Landing Page Submission,Direct Traffic,3,784,3,Marketing Management,Unemployed,1
fe5bfb02-14d4-4682-abe3-50347e5832bf,Landing Page Submission,Direct Traffic,4,258,4,Marketing Management,Unemployed,0
61967152-6307-4387-9c1c-91100c320f46,Landing Page Submission,Direct Traffic,3,711,3,Services Excellence,Unemployed,0
02a3017e-d3b2-4b2b-81f0-9ae7604e3edb,Landing Page Submission,Direct Traffic,1,281,1,Human Resource Management,Unemployed,0
aedff942-c699-4496-82b8-10bf8eca9834,Landing Page Submission,Direct Traffic,3,296,3,Finance Management,Unemployed,0
dd76c62e-8754-4e84-9257-ed5dc4a7ccc2,Landing Page Submission,Direct Traffic,5,1450,5,Marketing Management,Unemployed,0
2e0a0ac4-a52e-481b-8967-8f63b7270272,Landing Page Submission,Direct Traffic,1,312,1,Business Administration,Unemployed,0
ee2975da-c77a-486d-b084-42905976ed96,Landing Page Submission,Direct Traffic,12,1543,4,Travel and Tourism,Unemployed,0
dc22cf0e-8670-4841-9e5d-4d7d9d4a3a09,Landing Page Submission,Direct Traffic,7,28,2.33,Operations Management,Unemployed,0
4bd3b796-9248-40e7-88f2-14e6b34529f1,Landing Page Submission,Direct Traffic,7,438,2.33,Supply Chain Management,Unemployed,1
14e52c91-f6c2-4b1f-b3ae-1f4afbc49097,Landing Page Submission,Direct Traffic,2,1522,2,Media and Advertising,Unemployed,1
57329026-2c95-48fd-a5c8-9fbf6d791f86,Landing Page Submission,Direct Traffic,3,317,3,Operations Management,Unemployed,0
25e6610a-7400-4729-9e9a-f4b765d6e60a,Landing Page Submission,Direct Traffic,3,360,3,Finance Management,Unemployed,0
d05aea54-d7de-4b2c-9711-fcc6f0ad6ff7,Landing Page Submission,Direct Traffic,4,236,4,Human Resource Management,Unemployed,0
4e24c24c-cb52-4148-b4a7-012d9aa1838c,Landing Page Submission,Direct Traffic,1,311,1,Finance Management,Unemployed,0
31cf647b-a2ea-44c4-87f8-37b5d10e0a16,Landing Page Submission,Direct Traffic,1,418,1,Supply Chain Management,Unemployed,0
31ebd378-aee0-4831-b115-ad39f84ffc6a,Landing Page Submission,Direct Traffic,14,1135,2.33,Marketing Management,Unemployed,1
aa4f0ba5-5985-469f-8cd7-98f7b20d27ea,Landing Page Submission,Direct Traffic,3,263,3,Business Administration,Unemployed,0
616f41d4-f96c-441a-b06b-3962c1866478,Landing Page Submission,Direct Traffic,2,20,2,Business Administration,Unemployed,0
2dd8be34-65b3-46b4-8c0f-e2c1110f6f47,Landing Page Submission,Direct Traffic,2,994,2,Human Resource Management,Unemployed,0
d4f1aa13-7fd8-418d-887d-42664f0a24a6,Landing Page Submission,Direct Traffic,2,339,2,International Business,Unemployed,0
39972a3c-f0e2-48c8-b6d2-6c1b2d466e6c,API,Direct Traffic,2,25,2,Select,Unemployed,0
5c375eaa-2649-4afa-b813-70c0a08de001,Landing Page Submission,Direct Traffic,2,949,2,Human Resource Management,Unemployed,0
81f60dc7-7939-4f60-a031-d106ccab85b5,Landing Page Submission,Direct Traffic,2,725,2,IT Projects Management,Unemployed,1
a1fa2333-15d6-47cb-8056-98de1f5cc1ad,Landing Page Submission,Direct Traffic,1,340,1,Finance Management,Unemployed,0
6ea6dc7f-4f52-483c-b4a4-92fca27c76a8,Landing Page Submission,Direct Traffic,5,1155,1.67,IT Projects Management,Unemployed,1
26c32a19-364a-4492-930d-3beaee1d72fa,Landing Page Submission,Direct Traffic,1,186,1,Operations Management,Unemployed,0
9f94f41e-83dd-4952-be30-97c7df440e31,Landing Page Submission,Direct Traffic,3,1379,3,Finance Management,Unemployed,0
0bc2ee5a-e867-4f80-ab1c-58f2803a6291,Landing Page Submission,Direct Traffic,1,847,1,Human Resource Management,Unemployed,0
2aeb487a-bde1-45e6-a1ea-c639cdbbcb35,Landing Page Submission,Direct Traffic,2,263,2,"Banking, Investment And Insurance",Unemployed,1
94f54dae-472a-4b55-b938-41051b03ca66,Landing Page Submission,Direct Traffic,3,432,1.5,Human Resource Management,Unemployed,0
18c7500e-7864-488f-838d-d6a624cddb1f,Landing Page Submission,Direct Traffic,2,79,2,"Banking, Investment And Insurance",Unemployed,1
60747527-30d4-4127-8cce-f6de78a378d1,Landing Page Submission,Direct Traffic,17,1056,4.25,Human Resource Management,Unemployed,1
2bfec415-24cd-4ce4-8b5e-e126d34f85a2,Landing Page Submission,Direct Traffic,2,321,2,International Business,Unemployed,0
d7cdc07e-9803-4d88-9dc1-87628b73f7a6,Landing Page Submission,Direct Traffic,6,1613,1.5,Finance Management,Unemployed,0
e6bf9b6e-29fc-4942-9d13-8174b3de3a46,Landing Page Submission,Direct Traffic,6,973,6,Travel and Tourism,Unemployed,1
924ad2cb-4c83-486c-b739-7398f1fafffb,Landing Page Submission,Direct Traffic,8,642,2,Business Administration,Unemployed,1
714939a4-afe7-447e-a098-db71c355df61,Landing Page Submission,Direct Traffic,4,138,4,Finance Management,Unemployed,0
6012d7af-0589-44ab-ab29-c9a800cdef5c,Landing Page Submission,Direct Traffic,1,100,1,IT Projects Management,Unemployed,0
533c3103-10a6-47e5-be24-02b493fa5062,Landing Page Submission,Direct Traffic,2,1087,2,Supply Chain Management,Unemployed,0
4c0b128f-e7dd-4010-9f45-743ada541e2c,Landing Page Submission,Direct Traffic,4,937,4,Marketing Management,Unemployed,0
70304de3-c0b9-4234-95b6-13311b6b5f13,Landing Page Submission,Direct Traffic,2,28,2,IT Projects Management,Unemployed,0
81645b75-4076-4858-8e60-d614fe1746c0,Landing Page Submission,Direct Traffic,2,1198,2,Human Resource Management,Unemployed,0
23d2d3f5-2de9-4fb9-92be-d3758c78d79b,Landing Page Submission,Direct Traffic,3,27,3,Finance Management,Unemployed,0
7654ca23-50f9-405f-8fec-f8232079e96e,Landing Page Submission,Direct Traffic,3,1679,1.5,Finance Management,Unemployed,1
b2f4da5a-ffef-40bd-b531-3aa683abaf28,Landing Page Submission,Direct Traffic,3,55,3,Human Resource Management,Unemployed,0
ecc151af-51e7-4845-be54-3a5ab117ec67,Landing Page Submission,Direct Traffic,2,1326,2,E-COMMERCE,Unemployed,0
dcefb45f-e0fd-4026-802d-59e6e3eb3bad,Landing Page Submission,Direct Traffic,3,477,3,Human Resource Management,Unemployed,0
20cb2878-f735-450b-97df-35e1f49d5e7d,Landing Page Submission,Direct Traffic,1,858,1,Marketing Management,Unemployed,0
0e6df693-dfaf-49f5-bfd6-0756b13fec35,Landing Page Submission,Direct Traffic,2,1802,2,Finance Management,Unemployed,1
be09c255-d7d5-413e-90f2-66c4fed966b3,Landing Page Submission,Direct Traffic,4,499,4,Marketing Management,Unemployed,0
56515461-4f61-422f-98b3-611ea54d2c39,Landing Page Submission,Direct Traffic,7,236,7,International Business,Unemployed,0
1dcc34a2-e81d-449d-b505-c80e02214d17,Landing Page Submission,Direct Traffic,1,375,1,Marketing Management,Unemployed,0
10acb3dc-5590-444a-adeb-b5b63b5d2ce6,Landing Page Submission,Direct Traffic,3,60,3,Marketing Management,Unemployed,0
6b7f56ca-46bb-4331-b23f-3eb204fa8736,Landing Page Submission,Direct Traffic,2,287,2,Retail Management,Unemployed,1
10b15480-d2ce-4595-931c-b3b9560aab16,Landing Page Submission,Direct Traffic,1,303,1,Media and Advertising,Unemployed,0
d292e6c8-0c45-42b0-8699-c06b9a6f0fde,Landing Page Submission,Direct Traffic,4,812,4,Business Administration,Unemployed,1
f4835e96-68a6-4f46-ba50-880f7269b9cb,Landing Page Submission,Direct Traffic,2,899,2,Operations Management,Unemployed,1
42ac7ede-a392-4473-9f86-46529339f768,Landing Page Submission,Direct Traffic,5,582,2.5,"Banking, Investment And Insurance",Unemployed,0
955e66a8-8378-4c3a-b333-fdbc0487f34e,Landing Page Submission,Direct Traffic,8,50,2.67,Services Excellence,Unemployed,0
e34530ea-b059-454b-86ca-87c9959c57ab,Landing Page Submission,Direct Traffic,3,1317,3,Marketing Management,Unemployed,1
bf1aa3b5-fb3d-4af3-96c7-fab1ca6a0cf8,Landing Page Submission,Direct Traffic,1,9,1,Human Resource Management,Unemployed,0
fcd8a225-75ae-4d69-973c-1f5594736501,Landing Page Submission,Direct Traffic,1,485,1,Marketing Management,Unemployed,0
810da54a-7432-421c-9f74-477d5d0749f0,Landing Page Submission,Direct Traffic,2,1455,2,Media and Advertising,Unemployed,1
cc041e10-ef8f-4a3f-99aa-3bf088cee8d4,Landing Page Submission,Direct Traffic,3,984,3,Marketing Management,Unemployed,1
b0bfbc32-bd4a-4376-a829-5318bc0e9547,Landing Page Submission,Direct Traffic,5,1584,2.5,Finance Management,Unemployed,1
05080cf7-82fa-4379-a750-a213319216be,Landing Page Submission,Direct Traffic,2,467,2,Marketing Management,Unemployed,0
79613c31-0317-4ccd-b948-f3e2ec803c16,Landing Page Submission,Direct Traffic,1,212,1,Human Resource Management,Unemployed,0
8ef77401-01da-4284-94de-e0a67790b56a,Landing Page Submission,Direct Traffic,4,241,2,Business Administration,Unemployed,0
57abb5fd-5dae-447f-9b91-b7a30cf1a41d,Landing Page Submission,Direct Traffic,8,346,8,"Banking, Investment And Insurance",Unemployed,1
58af0dc3-f932-40fd-804c-f868adaf0e55,Landing Page Submission,Direct Traffic,4,67,2,IT Projects Management,Unemployed,0
756d8dba-f925-4200-9a3e-1d731c9d5fed,Landing Page Submission,Direct Traffic,2,206,2,IT Projects Management,Unemployed,0
de9878b0-247e-4881-8039-c5716e005a05,Landing Page Submission,Direct Traffic,2,44,2,Media and Advertising,Unemployed,0
576c0917-884b-4008-b40a-9f4f9f369e43,Landing Page Submission,Direct Traffic,1,137,1,Business Administration,Unemployed,0
05fb7299-46cb-4fdb-b2a3-8908fac46493,Landing Page Submission,Direct Traffic,7,313,7,IT Projects Management,Unemployed,0
c8e67c37-c495-4419-978f-c7797d7167c1,Landing Page Submission,Direct Traffic,4,158,1.33,Services Excellence,Unemployed,0
f87ef914-99a2-4c1a-89fc-e49585b320cc,Landing Page Submission,Direct Traffic,2,742,2,IT Projects Management,Unemployed,0
3c6bbbe9-0813-4b79-a3ea-30364d9a701b,Landing Page Submission,Direct Traffic,2,61,2,Marketing Management,Unemployed,0
d52e7876-c50a-4f05-aeaf-082e4fdc2fe9,API,Direct Traffic,9,1448,1.8,Select,Unemployed,1
daae83bb-59b6-4acb-94c8-f2ef2b548d99,Landing Page Submission,Direct Traffic,3,431,3,Supply Chain Management,Unemployed,0
1015932d-9206-4fb0-923e-ff6c2241ea56,Landing Page Submission,Direct Traffic,2,1119,2,Operations Management,Unemployed,0
